CP,Colonia,RACH-F,RAN-F,RAT-F,RDV-F,RCV-F,RACH-S,RAN-S,RAT-S,RDV-S,RCV-S,Fecha
37440,Valle Palermo,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Valtierra,0,0,0,0,0,0,0,0,0,0,1/2025
37650,Vaquerías,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Vasco de Quiroga,0,0,0,0,0,0,0,0,0,0,1/2025
37288,Versalles,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Vestales,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Vibar,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Villa de Cirella,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Villa de la Rosa,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Villa de las Flores,0,2,0,0,0,0,0,0,0,0,1/2025
37204,Villa de las Torres,0,0,0,0,0,0,0,0,0,0,1/2025
37544,Villa de los Ángeles,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Villa Grande,0,0,0,0,0,0,0,0,0,0,1/2025
37220,Villa Insurgentes,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Villa la Rioja,0,0,0,0,0,0,0,0,0,0,1/2025
37208,Villa Magna,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villa Olímpica,0,0,0,0,0,0,0,0,0,0,1/2025
37366,Villa Residencial Arbide,0,2,0,0,0,0,0,0,0,0,1/2025
37548,Villa Sur,0,0,0,0,0,0,0,0,0,0,1/2025
37544,Villa Universidad,0,2,0,0,0,0,0,0,0,0,1/2025
37288,Villa Verde,0,2,0,0,2,0,0,0,0,0,1/2025
37204,Villafranca Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37460,Villanueva,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Villas Altaria,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Villas Bugambilias,0,0,0,0,2,0,0,0,0,0,1/2025
37295,Villas Constelaciones,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Villas de Barceló,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Villas de Echeveste,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Villas de Guadalupe,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Guanajuato,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Villas de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Villas de La Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37570,Villas de León,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz II,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de Nuestra Señora de La Luz III,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Villas de Palermo,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Villas de San Isidro,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas de San Juan,0,6,0,0,2,0,0,0,0,0,1/2025
37294,Villas de San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás II,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás III,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Villas de San Nicolás III Norte,0,0,0,0,0,0,0,0,0,0,1/2025
37129,Villas del Campestre,0,2,0,0,2,0,0,0,0,0,1/2025
37294,Villas del Campo Uno,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Villas del Carmen,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Villas del Country,0,0,0,0,0,0,0,0,0,0,1/2025
37258,Villas del Mayab,0,0,0,0,0,0,0,0,0,0,1/2025
37160,Villas del Moral,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Villas del Pedregal,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Villas del Rocío,0,0,0,0,0,0,0,0,0,0,1/2025
37689,Villas del Rosario,0,0,0,0,0,0,0,0,0,0,1/2025
37550,Villas Jacarandas,0,0,0,0,0,0,0,0,0,0,1/2025
37433,Villas La Gloria,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Villas la Luz,0,2,0,0,2,0,0,0,0,0,1/2025
37530,Villas Mariana,0,2,0,0,2,0,0,0,0,0,1/2025
37510,Villas Pradera,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Villas Santa Julia,2,2,0,0,2,0,0,0,0,0,1/2025
37530,Villas Santa Julia II Sección,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Villas Santa Teresita,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Vista Aero,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Vista Esmeralda,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Xoconoxtle,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Zafiro Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37138,Zanda,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Zarcihuiles,0,0,0,0,0,0,0,0,0,0,1/2025
0,Zona Foránea,0,0,0,0,0,0,0,0,0,0,1/2025
0,Zona no localizada,8,20,0,6,24,0,0,0,0,0,1/2025
